"id","name","type","combination_number","created_by","updated_by","deleted_by","created_at","updated_at","deleted_at"
"1061","Gigi Palsu","4D","1081-7081","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1062","Nisan","4D","1082-7082","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1063","Buah Kalengan","4D","1083-7083","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1064","Tahi Lalat","4D","1084-7084","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1065","Tang Jepit","4D","1085-7085","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1066","Tempat Hio (Dupa)","4D","1087-7087","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1067","Peniti","4D","1088-7088","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1068","Surat Pajak","4D","1089-7089","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1069","Kulit Sapi","4D","1090-7090","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1070","Tas Travel","4D","1091-7091","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1071","Tumit","4D","1093-7093","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1072","Surat Cerai","4D","1094-7094","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1073","Balon","4D","1095-7095","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1074","Lampu Dinding","4D","1096-7096","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1075","Alat Pemasak Listrik","4D","1097-7097","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1076","Tumbuhan Obat","4D","1099-7099","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1077","Semangka Manis","4D","1100-7100","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1078","Baju","4D","1101-7101","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1079","Jimat Penangkal","4D","1102-7102","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1080","Meja Sembahyang","4D","1103-7103","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1081","Kalung","4D","1106-7106","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1082","Produk Kertas Sembahyang","4D","1107-7107","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1083","Obat Palsu","4D","1108-7108","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1084","Gelang","4D","1110-7110","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1085","Kursi Goyang","4D","1111-7111","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1086","Bintil Di Hidung","4D","1112-7112","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1087","Kue Tart Ulang Tahun","4D","1113-7113","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1088","Kapal Mainan","4D","1114-7114","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1089","Kipas Kertas","4D","1116-7116","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1090","Mobil Kematian","4D","1117-7117","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1091","Foto Pigura","4D","1118-7118","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1092","Kurungan Kelinci","4D","1119-7119","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1093","Pesawat Terbang","4D","1120-7120","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1094","Penjual Gorengan","4D","1123-7123","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1095","Kuku Kaki","4D","1124-7124","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1096","Permen Batuk","4D","1125-7125","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1097","Undian Sosial Palsu","4D","1126-7126","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1098","Ban","4D","1128-7128","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1099","Palu Lelang","4D","1129-7129","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1100","Kotak Surat","4D","1130-7130","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1101","Surfer","4D","1131-7131","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1102","Torpedo","4D","1132-7132","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1103","Intan","4D","1135-7135","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1104","Permata Imitasi","4D","1136-7136","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1105","Tikungan","4D","1137-7137","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1106","Rangkaian Bunga","4D","1140-7140","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1107","Kalung Emas","4D","1141-7141","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1108","Kaki","4D","1142-7142","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1109","AC Mobil","4D","1145-7145","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1110","Lampu Warna","4D","1146-7146","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1111","Mobil Kontainer","4D","1147-7147","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1112","Kotak Rokok","4D","1148-7148","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1113","Sayur Di Dalam Mobil","4D","1151-7151","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1114","Baju Jatuh Di Lantai","4D","1152-7152","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1115","Permandian Kosong","4D","1153-7153","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1116","Pom Bensin Meledak","4D","1156-7156","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1117","Tak Ada Air Cuci Muka","4D","1157-7157","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1118","Kematian Istri","4D","1158-7158","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1119","Angsuran Rumah Sampai Masanya","4D","1160-7160","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1120","Kereta Api Berhenti","4D","1161-7161","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1121","Berdoa Pada Dewa Bumi","4D","1162-7162","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1122","Tambak Kebanjiran 1163-7163 Tempat Dibom","4D","1164-7164","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1123","Pohon Tumbang Lalu Lintas Macet","4D","1165-7165","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1124","Air Mobil Bocor","4D","1166-7166","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1125","Proyektor Rusak","4D","1167-7167","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1126","Jemur Seragam Sekolah","4D","1168-7168","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1127","Sakit Perut","4D","1169-7169","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1128","Mati Kena Kanker","4D","1170-7170","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1129","Pohon Halangi Jalan","4D","1171-7171","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1130","Melukis Muka Aneh","4D","1172-7172","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1131","Menggadai Barang","4D","1175-7175","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1132","Pertandingan Sepak Bola","4D","1176-7176","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1133","Gigi Dicabut Berdarah","4D","1177-7177","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1134","Surat Cek Perusahaan Yang Kosong","4D","1178-7178","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1135","Bensin Campuran","4D","1179-7179","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1136","Menunggu Pembalap Lewat","4D","1180-7180","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1137","Berita Lotery","4D","1181-7181","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1138","Memakai Tanda Kematian","4D","1182-7182","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1139","Belajar Prakarya","4D","1183-7183","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1140","Kontest Kucing","4D","1184-7184","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1141","Reinkarnasi","4D","1185-7185","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1142","Kasino Yang Kosong","4D","1186-7186","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1143","Banyak Botol Tonikum","4D","1187-7187","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1144","Babi Bunting","4D","1188-7188","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1145","Lowongan Pemimpin Tari","4D","1189-7189","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1146","Tangkap Kelabang","4D","1190-7190","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1147","Restoran Yang Kosong","4D","1192-7192","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1148","Harga Saham Jatuh","4D","1193-7193","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1149","Kedai Yang Kosong","4D","1194-7194","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1150","Perjamuan Di Rumah","4D","1197-7197","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1151","Pasang Papan Niaga","4D","1198-7198","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1152","Kebun Kebanjiran","4D","1199-7199","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1153","Lowongan Tukang Masak","4D","1200-7200","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1154","Orang Lain Mati","4D","1201-7201","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1155","Ribut Dengan Tetangga","4D","1202-7202","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1156","Hioswa Patah (Dupa Patah)","4D","1203-7203","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1157","Rumah Kebanjiran","4D","1205-7205","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1158","Jumpa Ayah Mertua","4D","1206-7206","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1159","Surat Iuran TV","4D","1207-7207","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1160","Pengacara Tidak Di Kantor","4D","1208-7208","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1161","Semut Di Dapur","4D","1211-7211","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1162","Lowongan Kasir","4D","1212-7212","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1163","Jok Mobil Terbakar","4D","1213-7213","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1164","Cemburu","4D","1214-7214","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1165","Kain Terbakar","4D","1217-7217","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1166","Mengatur Meja Sembahyang","4D","1218-7218","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1167","Naga Langit","4D","1219-7219","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1168","Banyak Pasien","4D","1222-7222","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1169","Pohon Bunga Roboh","4D","1223-7223","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1170","Bisnis Jelek","4D","1224-7224","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1171","Botol Plastik","4D","1225-7225","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1172","Tak Ada Orang Di Pompa Bensin","4D","1226-7226","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1173","Banyak Kuda","4D","1227-7227","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1174","Guntur (Petir)","4D","1228-7228","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1175","Buku Catatan Bank","4D","1229-7229","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1176","Pemakaman SDR","4D","1230-7230","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1177","Bintang Jatuh","4D","1233-7233","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1178","Baju Di Mobil","4D","1234-7234","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1179","Botol Lemon Pecah","4D","1235-7235","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1180","Iklan","4D","1236-7236","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1181","Bar Yang Kosong","4D","1238-7238","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1182","Macet Kena Banjir","4D","1239-7239","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1183","Lowongan Tukang Cukur","4D","1240-7240","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"1184","Ada Kamar Sewa","4D","1241-7241","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
